,YYYYMM,DATE,06.01.010.001.001,06.02.021.424,06.02.021.426,06.02.023.525,13.01.005.002.001,13.01.005.002.002,13.01.005.002.020,13.01.006.002.001,13.01.006.002.002,13.01.006.002.020,13.01.009.005,13.03.006.001.001,13.03.006.001.002,13.03.006.001.026,13.03.007.001.005,13.06.001.001,13.06.001.002,14.09.002.003,14.09.002.004,14.09.005.001,14.09.005.011,14.09.005.012,14.09.005.013,14.09.005.014,14948,14970,19597,20651,24447,29454,29820,29894,30213,30234,30236,30879,30916,30932,40482,43515,43520,45376,45378,45390,46204,46206,46218,53163,533973,533979,541309,58618,69813,86174,88944,94431,97726,97730,97738,98499
104,201210,24154,106.88999939,94.2099990845,89.9499969482,105.260002136,3291482.0,12461126.0,4438501.0,5368787.0,7094929.0,3657163.0,37.0786018372,1106.9284668,1400.86083984,176.691894531,1105.49035645,5781.70019531,5168.89990234,108.965896606,89.5708007812,304.390411377,486.430786133,864.916015625,276.691314697,515.973022461,0.584299981594,952.0,108.11000061,120.0,23.3299999237,148.0,986.25,2.72000002861,677.109985352,2.70000004768,2168182.0,16161.5400391,29.1599998474,52.9799995422,56.4300003052,669.0,638.0,154956784.0,3545733.0,61295124.0,902152.0,22956.0,1302758.0,19.3199996948,81.8499984741,15432.5800781,14.5500001907,3.49000000954,73.0,120.0,637.619995117,39.0,11373.0,8979.0,6028.0,1177.0
105,201211,24155,106.510002136,95.3899993896,91.6900024414,105.260002136,3622015.0,12429057.0,5113742.0,5339050.0,6914175.0,3161156.0,44.2369995117,1087.51806641,1344.03503418,174.445907593,1087.14538574,6906.20019531,6777.39990234,107.282798767,86.7804031372,295.282287598,477.7237854,857.258483887,272.427612305,506.149993896,0.529299974442,1025.0,110.260002136,119.0,23.5499992371,148.0,954.0,1.90999996662,680.219970703,2.66000008583,1734411.0,16182.4804687,43.0999984741,94.2099990845,65.7799987793,698.0,704.0,148607296.0,3515713.0,59730256.0,1060422.0,51064.0,2243000.0,25.4300003052,85.8899993896,13622.7099609,13.8999996185,3.00999999046,73.0,119.0,605.0,37.0,14194.0,9060.0,5750.0,1149.0
106,201212,24156,106.699996948,92.3099975586,87.8799972534,105.260002136,3046855.0,11994264.0,4555475.0,5243386.0,6419925.0,3050430.0,18.0620002747,1076.97363281,1288.05102539,172.785705566,1076.41113281,2140.19995117,1917.30004883,106.351501465,88.2852020264,295.269012451,484.885986328,909.51550293,276.197509766,524.88848877,0.514199972153,856.0,108.830001831,119.0,23.1800003052,147.0,954.380004883,1.23000001907,683.770019531,1.76999998093,1249388.0,16233.0898437,46.4099998474,54.8800010681,70.9000015259,737.0,745.0,142270816.0,3461286.0,58953476.0,2324027.0,23856.0,3651749.0,32.1199989319,92.8799972534,18027.7695312,13.8500003815,3.25,73.0,118.0,606.380004883,37.0,17358.0,7490.0,5703.0,1107.0
107,201301,24157,107.339996338,87.9599990845,82.0599975586,105.260002136,3518915.0,11425208.0,4960892.0,5033519.0,7321009.0,3570689.0,3.76160001755,1065.35449219,1196.82128906,171.220001221,1066.53625488,2331.69995117,2617.69995117,107.925003052,94.7446975708,298.685211182,486.272796631,929.192321777,279.44039917,535.204223633,0.491100013256,771.0,111.349998474,119.0,22.4400005341,145.0,970.0,4.07000017166,685.359985352,3.21000003815,3625309.0,16241.5595703,46.4099998474,117.019996643,65.5400009155,647.0,702.0,139805056.0,3429657.0,61287544.0,7639674.0,222565.0,2870235.0,28.6700000763,92.7699966431,13152.0195312,13.1999998093,3.65000009537,72.0,117.0,634.119995117,35.0,15511.0,7077.0,5836.0,1122.0
108,201302,24158,107.699996948,87.1299972534,81.1200027466,105.260002136,2900961.0,10387586.0,5002518.0,4975625.0,5519951.0,3165203.0,18.7336006165,1086.67895508,1166.43359375,174.344192505,1086.0526123,2712.89990234,2562.89990234,111.095497131,95.3710021973,298.503601074,482.673095703,931.320495605,283.137786865,539.848876953,0.465400010347,745.0,115.300003052,119.0,22.4500007629,144.0,1018.75,2.13000011444,693.140014648,2.99000000954,1293137.0,16311.6503906,32.2999992371,58.2599983215,56.4199981689,659.0,706.0,136180752.0,3519902.0,59220128.0,3016626.0,15556.0,3844336.0,22.1800003052,94.9400024414,11739.3496094,14.0399999619,4.07000017166,72.0,121.0,655.25,35.0,13229.0,6748.0,5918.0,1146.0
109,201303,24159,107.599998474,88.5899963379,83.0699996948,106.309997559,2703277.0,11685543.0,4978893.0,5334627.0,6927548.0,3731577.0,33.3596000671,1102.19494629,1161.09899902,177.318496704,1103.80505371,4927.20019531,4159.20019531,105.558502197,92.9840011597,294.239501953,480.854003906,909.105529785,289.785003662,539.341491699,0.448700010777,876.0,107.430000305,120.0,22.7199993134,144.0,1037.5,2.84999990463,693.909973145,2.54999995232,3499772.0,16337.6201172,33.2200012207,180.279998779,64.5500030518,672.0,701.0,135087568.0,3477194.0,60737928.0,5283229.0,126038.0,1480804.0,24.3600006104,90.9800033569,15592.0996094,11.6300001144,4.71000003815,72.0,121.0,636.900024414,34.0,14434.0,8367.0,5868.0,1110.0
110,201304,24160,107.449996948,88.3700027466,82.7600021362,106.309997559,2430304.0,12136961.0,5347295.0,5580423.0,7498963.0,3571762.0,25.0967998505,1121.83178711,1148.40002441,181.268600464,1121.09545898,3926.89990234,3543.30004883,101.69090271,92.0677032471,286.848114014,476.928100586,869.965026855,286.9559021,531.198608398,0.436199992895,874.0,100.61000061,120.0,22.7700004578,144.0,1037.5,2.27999997139,698.880004883,1.60000002384,2175958.0,16484.6699219,46.0699996948,151.86000061,67.1500015259,655.0,638.0,132484832.0,3359952.0,58084792.0,7193053.0,148691.0,3343687.0,26.5599994659,87.7600021362,18667.2597656,13.6499996185,4.94999980927,73.0,124.0,617.380004883,35.0,14425.0,8504.0,6145.0,1103.0
111,201305,24161,107.449996948,88.6999969482,83.1999969482,106.309997559,2732790.0,12481015.0,5744405.0,4917768.0,7288539.0,3539271.0,59.1767997742,1110.66662598,1100.33325195,180.867095947,1112.10473633,9752.20019531,9591.59960938,100.336097717,94.74949646,287.120391846,474.703094482,850.877197266,286.198608398,524.819519043,0.4212000072,851.0,101.470001221,121.0,22.7999992371,144.0,1037.5,1.94000005722,702.260009766,1.87999999523,1408832.0,16590.3300781,47.8800010681,147.509994507,68.5599975586,614.0,597.0,132634552.0,3356779.0,58080760.0,10792396.0,265670.0,1324718.0,25.4899997711,87.7099990845,18375.25,13.2600002289,4.15999984741,73.0,131.0,604.099975586,35.0,12457.0,8194.0,6315.0,1069.0
112,201306,24162,107.319999695,91.0500030518,86.3399963379,106.309997559,2824466.0,11398722.0,5292652.0,4673539.0,6461543.0,3265592.0,59.715801239,1135.21044922,1165.703125,185.046798706,1136.58935547,6499.60009766,5303.60009766,100.17199707,95.8004989624,283.163513184,474.154510498,841.788513184,283.32598877,523.831481934,0.413800001144,940.0,103.38999939,121.0,23.1299991608,145.0,1037.5,1.79999995232,705.359985352,1.75999999046,1716455.0,16689.9707031,33.4300003052,156.259994507,62.2999992371,591.0,570.0,138271984.0,3468137.0,56966596.0,7251496.0,134276.0,1832814.0,21.1100006104,82.75,14352.9902344,13.2100000381,3.93000006676,74.0,132.0,600.75,35.0,11018.0,8753.0,6491.0,1024.0
113,201307,24163,107.550003052,91.1999969482,86.4899978638,106.309997559,2839173.0,12882114.0,5153831.0,5117609.0,7105992.0,3610812.0,24.4510993958,1127.23034668,1130.68078613,183.751693726,1126.14782715,7985.10009766,7911.70019531,103.552597046,104.542999268,285.480010986,469.704986572,838.213623047,278.591308594,520.785888672,0.403200000525,1123.0,108.400001526,122.0,23.0699996948,146.0,1037.5,1.82000005245,707.869995117,1.45000004768,1786694.0,16804.6894531,22.1800003052,121.300003052,73.1399993896,621.0,583.0,141151648.0,3446153.0,55838264.0,7891083.0,310658.0,347879.0,27.0599994659,77.2600021362,15141.0498047,13.75,4.78000020981,75.0,132.0,595.5,36.0,13446.0,9281.0,6532.0,1061.0
114,201308,24164,107.930000305,90.9800033569,86.1699981689,106.309997559,2762424.0,12474089.0,4973463.0,4854957.0,6549765.0,3210965.0,47.1750984192,1116.97607422,1142.11279297,182.447601318,1116.16186523,7198.0,7378.10009766,107.064498901,106.534500122,288.822692871,471.122711182,874.187194824,278.234008789,525.088989258,0.395900011063,1088.0,111.120002747,123.0,23.3500003815,147.0,965.700012207,0.990000009537,711.309997559,1.35000002384,1000525.0,16902.0,46.5400009155,86.6500015259,69.0100021362,637.0,585.0,143676224.0,3635509.0,54036612.0,5842661.0,403477.0,3907428.0,24.2299995422,76.9599990845,11286.4003906,13.6700000763,5.53999996185,77.0,131.0,601.200012207,36.0,11083.0,9259.0,6608.0,1120.0
115,201309,24165,108.13999939,90.9800033569,86.2600021362,106.309997559,2916581.0,11939788.0,4733799.0,4901447.0,6617378.0,3177855.0,35.9508018494,1087.34997559,1095.09326172,177.668792725,1084.78881836,8598.90039062,8586.70019531,108.063102722,106.243301392,288.995697021,470.658996582,881.991516113,275.033996582,521.304016113,0.386000007391,1681.0,109.980003357,124.0,23.7099990845,147.0,948.0,1.12000000477,713.049987793,1.71000003815,1549243.0,16942.109375,24.0499992371,151.869995117,74.5800018311,589.0,559.0,145933920.0,3952338.0,56951480.0,5555953.0,135324.0,2001984.0,23.0400009155,77.6100006104,13407.2900391,12.9600000381,6.61000013351,77.0,138.0,605.380004883,37.0,9400.0,13452.0,6684.0,1108.0
116,201310,24166,107.809997559,89.3099975586,84.0299987793,106.309997559,2987577.0,13152510.0,5465244.0,5094237.0,7442949.0,3508988.0,48.7551994324,1066.79516602,1089.59326172,174.781906128,1065.73803711,11107.9003906,9816.79980469,105.577201843,100.594299316,284.713897705,462.227294922,883.542602539,274.725585937,514.874328613,0.362300008535,1883.0,110.11000061,126.0,23.1299991608,148.0,948.0,0.629999995232,715.469970703,1.33000004292,1511193.0,17069.6191406,20.3899993896,65.4000015259,67.8300018311,600.0,512.0,146554128.0,3872138.0,57785136.0,12463821.0,126816.0,2445775.0,21.5499992371,79.4100036621,14731.2402344,13.2700004578,6.11000013351,78.0,143.0,618.380004883,37.0,9579.0,14751.0,6701.0,1009.0
117,201311,24167,107.790000916,89.9400024414,84.8700027466,106.309997559,3381554.0,12920193.0,5247925.0,4707905.0,7246755.0,3401511.0,47.9894981384,1062.82385254,1063.66711426,174.424194336,1062.74755859,6854.79980469,8175.60009766,105.49420166,93.9047012329,274.042510986,458.683807373,890.761901855,269.683288574,520.051879883,0.351000010967,1559.0,109.319999695,127.0,23.1100006104,151.0,948.0,1.21000003815,719.869995117,1.96000003815,1976084.0,17114.1191406,44.3899993896,76.0800018311,77.8399963379,643.0,508.0,152358032.0,3930058.0,59575764.0,13910614.0,137188.0,3355980.0,25.7999992371,82.25,14047.3496094,11.5399999619,5.46999979019,79.0,150.0,610.599975586,37.0,13153.0,13097.0,6463.0,1040.0
118,201312,24168,107.919998169,90.0199966431,84.9700012207,106.309997559,2664270.0,12985768.0,5151571.0,4837697.0,7072484.0,3757690.0,36.3027000427,1056.66662598,1021.50518799,173.897094727,1056.06005859,6597.29980469,6799.39990234,107.461402893,97.9776992798,280.221893311,459.472290039,917.524719238,275.778503418,529.243774414,0.346799999475,2178.0,110.339996338,128.0,23.0599994659,153.0,948.0,0.610000014305,723.690002441,1.35000002384,498416.0,17145.8105469,47.1800003052,33.2799987793,73.3799972534,815.0,617.0,158450224.0,3929766.0,60119476.0,17055488.0,122282.0,11338685.0,32.1899986267,84.3399963379,13370.9003906,12.5,5.86999988556,79.0,150.0,611.619995117,37.0,23307.0,17314.0,6455.0,1063.0
119,201401,24169,108.5,88.75,82.9499969482,106.839996338,2811059.0,11482560.0,4856251.0,4024811.0,7469400.0,3617693.0,8.13619995117,1064.75,1022.74951172,175.978500366,1065.79504395,3285.30004883,4367.0,104.009498596,94.9851989746,278.760406494,457.24420166,925.971374512,278.289489746,528.473327637,0.33939999342,1472.0,108.830001831,133.0,23.3199996948,160.0,948.0,1.69000005722,724.609985352,1.32000005245,2860324.0,17131.9003906,54.7000007629,127.949996948,86.8300018311,1124.0,609.0,172585360.0,4015615.0,70308576.0,16913092.0,213372.0,3797925.0,33.7900009155,81.6100006104,11956.8496094,13.1800003052,5.61000013351,80.0,164.0,612.599975586,38.0,26037.0,11822.0,6549.0,1130.0
120,201402,24170,108.790000916,89.1900024414,83.6600036621,106.839996338,2607400.0,10757677.0,4664001.0,4445636.0,5789784.0,3928296.0,8.50179958344,1071.30004883,1048.6385498,176.289993286,1070.9699707,4537.5,5403.39990234,104.982498169,100.648002625,294.906799316,465.122589111,920.745727539,278.841003418,527.985229492,0.330900013447,1140.0,109.739997864,134.0,23.1700000763,162.0,947.0,1.08000004292,730.539978027,1.32000005245,1564617.0,17205.1503906,90.0400009155,63.3100013733,61.2400016785,812.0,605.0,181727360.0,4101036.0,72412744.0,7958974.0,115869.0,3291274.0,21.8899993896,76.2900009155,14834.8701172,12.6999998093,5.92000007629,80.0,167.0,617.880004883,38.0,15145.0,10263.0,6625.0,1146.0
121,201403,24171,108.989997864,89.0500030518,83.4199981689,106.839996338,2783089.0,12186982.0,5814182.0,4744745.0,7605655.0,3954447.0,35.0570983887,1070.88574219,1047.10144043,173.567596436,1070.68566895,7324.70019531,7974.79980469,104.355697632,100.426597595,303.49520874,487.267608643,901.576599121,283.25189209,535.592773437,0.330700010061,1484.0,106.540000916,134.0,23.8099994659,162.0,943.619995117,0.990000009537,732.809997559,0.620000004768,2104714.0,17178.8691406,30.3400001526,191.570007324,73.9599990845,698.0,619.0,184626336.0,4062917.0,74030176.0,7134179.0,92059.0,3664770.0,23.8299999237,73.3399963379,18227.4902344,12.2299995422,7.86000013351,81.0,173.0,606.119995117,38.0,13194.0,12861.0,6631.0,1070.0
122,201404,24172,109.059997559,86.8000030518,79.8000030518,107.940002441,2717014.0,12410095.0,6376334.0,4887822.0,7910699.0,4134307.0,43.9412002563,1044.55444336,1018.60400391,167.855392456,1042.74536133,7163.10009766,10648.0,104.632797241,101.982299805,308.588012695,497.511901855,905.12902832,283.655700684,541.37902832,0.324099987745,1045.0,109.069999695,136.0,23.0799999237,163.0,938.619995117,0.680000007153,737.369995117,1.75,1175647.0,17340.0996094,28.5499992371,195.740005493,83.3899993896,679.0,555.0,184244336.0,3950203.0,73888376.0,5975899.0,128750.0,1652413.0,24.0599994659,72.8199996948,18382.3105469,12.25,9.31000041962,82.0,169.0,589.75,38.0,11315.0,9511.0,6881.0,1069.0
123,201405,24173,109.239997864,85.7399978638,78.0999984741,107.940002441,2705135.0,11305150.0,6058691.0,4327966.0,7523403.0,3708716.0,49.6969985962,1024.98937988,1006.99420166,164.350006104,1023.98937988,9119.20019531,9133.5,105.621002197,101.878997803,306.786590576,500.871398926,908.297119141,283.347595215,542.725708008,0.322699993849,991.0,110.720001221,137.0,23.3500003815,164.0,941.0,2.26999998093,739.489990234,1.95000004768,980449.0,17507.2890625,53.3800010681,99.4100036621,77.3799972534,662.0,530.0,185912176.0,3871913.0,74856536.0,4770625.0,57246.0,1749000.0,21.6800003052,73.6900024414,19675.75,12.5100002289,8.36999988556,82.0,164.0,594.599975586,38.0,9985.0,8956.0,6813.0,1096.0
124,201406,24174,109.099998474,85.4599990845,77.6600036621,107.940002441,2563081.0,11278078.0,6086844.0,4369147.0,7550892.0,3650298.0,53.5131988525,1019.35778809,998.989990234,163.593093872,1018.70001221,7958.10009766,6646.60009766,107.931396484,105.108001709,308.593292236,495.640899658,897.821411133,277.982299805,534.41229248,0.323000013828,912.0,114.290000916,137.0,23.5499992371,164.0,953.119995117,1.74000000954,740.640014648,1.00999999046,1734867.0,17553.3203125,24.2600002289,151.350006104,74.5699996948,671.0,523.0,186666432.0,3823249.0,74180536.0,7467962.0,10536.0,2263701.0,22.5499992371,71.4800033569,17922.0703125,11.3100004196,7.07000017166,82.0,156.0,601.619995117,38.0,11331.0,8448.0,6840.0,1099.0
125,201407,24175,109.260002136,85.3399963379,78.0,107.940002441,2992686.0,11960508.0,6102798.0,4633002.0,7423535.0,3874495.0,23.4064006805,1019.92602539,1003.01171875,164.495193481,1020.59997559,7881.70019531,6794.39990234,106.176498413,102.288200378,299.48449707,491.107696533,921.093078613,268.101806641,531.84362793,0.328200012445,796.0,105.38999939,137.0,23.5300006866,163.0,939.119995117,1.09000003338,743.91998291,1.36000001431,2006553.0,17680.4101563,21.2900009155,191.699996948,82.5199966431,830.0,545.0,188899168.0,3675939.0,74402752.0,4905857.0,31600.0,2252600.0,21.3899993896,68.75,18309.859375,11.529999733,7.36000013351,81.0,153.0,595.75,37.0,16047.0,8075.0,6864.0,1092.0
126,201408,24176,109.449996948,86.1699981689,79.2799987793,107.940002441,2520906.0,11984393.0,5318312.0,4218520.0,6772883.0,3333578.0,33.1650009155,1025.35998535,996.015014648,166.565505981,1024.60498047,7235.10009766,7367.29980469,101.94090271,95.8741989136,290.895690918,484.8309021,923.000427246,262.527099609,529.901916504,0.330000013113,937.0,99.8799972534,135.0,23.5799999237,162.0,917.900024414,1.26999998093,747.270019531,1.88999998569,564153.0,17850.8300781,15.5799999237,70.1699981689,74.8799972534,768.0,549.0,188282416.0,3502730.0,75417552.0,2562800.0,176134.0,1269600.0,17.1800003052,68.9400024414,17938.4492188,11.6700000763,7.84000015259,81.0,149.0,594.200012207,33.0,14042.0,8804.0,6889.0,1108.0
127,201409,24177,109.379997253,85.5599975586,78.5,107.940002441,2702707.0,12700146.0,5664961.0,4694708.0,7630021.0,3973898.0,32.6151008606,1033.24206543,962.478881836,168.304199219,1035.80004883,7448.89990234,7514.29980469,96.6386032104,93.0959014893,283.082794189,479.94329834,904.037597656,262.017089844,520.738525391,0.330500006676,1123.0,95.0100021362,135.0,23.3299999237,163.0,892.880004883,1.07000005245,747.409973145,1.0,2160895.0,17904.8007813,19.1100006104,81.5,84.6900024414,639.0,556.0,188309840.0,3608698.0,75132616.0,3207070.0,155970.0,2610140.0,19.4699993134,65.9400024414,19457.6191406,12.3400001526,7.57000017166,81.0,144.0,574.75,30.0,12080.0,9595.0,6888.0,1107.0
128,201410,24178,109.050003052,85.7099990845,78.7099990845,107.940002441,2888627.0,13586044.0,6798528.0,4619034.0,8116946.0,3729272.0,75.3322982788,1060.28088379,982.704223633,173.094192505,1060.91418457,8883.20019531,8487.09960937,86.8162994385,84.3252029419,274.246002197,465.825195313,876.027770996,259.065185547,506.187286377,0.324900001287,1101.0,86.2399978638,135.0,23.5300006866,163.0,803.900024414,1.16999995708,751.66998291,1.17999994755,1862341.0,17966.6503906,8.63000011444,88.5199966431,79.3899993896,700.0,624.0,185554496.0,3683168.0,76348200.0,675200.0,5400.0,1944400.0,18.4200000763,63.7099990845,21539.2304688,12.1899995804,5.92999982834,82.0,134.0,497.100006104,26.0,19482.0,10102.0,6803.0,1030.0
129,201411,24179,108.830001831,86.9300003052,80.6999969482,107.940002441,2499017.0,12471043.0,6304664.0,4344356.0,7685026.0,3499330.0,52.6208992004,1095.09997559,942.903991699,178.804504395,1097.10998535,11322.0996094,10031.4003906,77.0914993286,75.4560012817,267.172088623,455.670013428,857.403076172,257.534210205,504.694702148,0.327100008726,1332.0,72.6699981689,133.0,23.3099994659,163.0,745.75,2.98000001907,754.83001709,2.05999994278,866912.0,18046.5292969,16.4799995422,113.019996643,67.4000015259,887.0,747.0,181404000.0,3600049.0,76918344.0,2614200.0,3800.0,695800.0,19.2399997711,62.5499992371,17411.0507813,11.4099998474,4.61999988556,82.0,131.0,465.75,26.0,30010.0,11284.0,6937.0,1047.0
130,201412,24180,108.819999695,84.9300003052,77.5100021362,107.940002441,2393255.0,13165238.0,6239395.0,4457868.0,8603140.0,3878834.0,55.5148010254,1104.32714844,925.10357666,178.509506226,1103.60473633,7022.79980469,8319.79980469,60.8935012817,59.1930007935,243.345199585,445.812194824,837.479492187,258.344512939,497.908996582,0.340499997139,910.0,61.6899986267,133.0,23.2800006866,162.0,660.25,0.509999990463,755.41998291,0.730000019073,650128.0,18143.0800781,19.9500007629,114.63999939,86.8499984741,851.0,783.0,177509328.0,3490828.0,73278240.0,1653008.0,82862.0,3498076.0,24.5,62.4399986267,20330.390625,11.8299999237,5.42000007629,82.0,127.0,366.0,25.0,33290.0,8808.0,6975.0,1038.0
131,201501,24181,109.370002747,83.3799972534,74.4499969482,109.089996338,2251712.0,12085071.0,5563209.0,3828469.0,8141736.0,3627323.0,56.2510986328,1088.86193848,919.929016113,175.158004761,1088.47607422,6583.0,6687.0,45.7747001648,47.6795005798,221.054504395,429.151489258,809.081481934,257.163513184,485.629486084,0.359899997711,725.0,49.6899986267,132.0,23.7199993134,161.0,547.0,2.07999992371,756.400024414,2.88000011444,3564874.0,18237.7695313,23.3099994659,165.470001221,78.6200027466,909.0,725.0,176223120.0,3454246.0,76019872.0,978980.0,208800.0,3438362.0,15.1899995804,62.0999984741,18188.2402344,11.5799999237,5.55999994278,81.0,116.0,289.5,25.0,33922.0,7485.0,7337.0,1061.0
132,201502,24182,109.349998474,83.3099975586,75.9400024414,109.089996338,2000950.0,9928050.0,5021892.0,3833737.0,6977832.0,2994239.0,75.9004974365,1098.40002441,926.367004395,175.729400635,1098.37634277,6442.20019531,7321.20019531,55.6883010864,50.8909988403,224.499404907,420.442108154,756.298400879,260.847290039,474.951507568,0.376800000668,539.0,60.5699996948,128.0,23.5499992371,161.0,560.75,1.57000005245,761.840026855,3.44000005722,1072015.0,18379.9296875,12.1800003052,76.2600021362,67.9400024414,867.0,622.0,168254208.0,3444823.0,77172952.0,1193054.0,3600.0,5662200.0,13.8299999237,61.4000015259,18304.9199219,11.720000267,6.76000022888,81.0,106.0,354.119995117,27.0,28529.0,5605.0,7557.0,1074.0
133,201503,24183,109.379997253,83.25,75.1200027466,109.089996338,2130092.0,11874152.0,6794571.0,4383083.0,7224437.0,4048877.0,83.8038024902,1112.56811523,924.398620605,178.231796265,1113.05444336,10429.2998047,11250.0,54.6935997009,47.9640007019,215.979003906,416.975006104,725.723571777,261.80090332,470.151306152,0.400999993086,576.0,58.4700012207,127.0,23.4899997711,161.0,562.0,1.12999999523,761.630004883,3.18000006676,1092968.0,18444.0195312,23.0599994659,190.88999939,80.5100021362,812.0,689.0,162400144.0,3358120.0,81269760.0,422000.0,272700.0,1977066.0,15.9099998474,60.1199989319,-5.45696821064e-12,12.1999998093,7.15000009537,81.0,103.0,332.619995117,29.0,29299.0,6192.0,8191.0,1044.0
